"Sanford, FL","Lorton, VA"
"Los Angeles, CA","Olympia-Lacey, WA"
"Charlottesville, VA","Atlanta, GA"
"Chicago, IL","Poughkeepsie, NY"
"Chicago, IL","Alton, IL"
"Ottumwa, IA","Denver, CO"
"Seattle, WA","Salinas, CA"
"Deland, FL","Washington, DC"
"Tampa, FL","Columbia, SC"
"Tacoma, WA","Portland, OR"
"Seattle, WA","Fargo, ND"
"Trenton, NJ","Orlando, FL"
"Glenwood Springs, CO","Emeryville, CA"
"Winter Haven, FL","New York, NY"
"Albuquerque, NM","Galesburg, IL"
"Tampa, FL","Newark, NJ"
"Milwaukee, WI","East Glacier Park, MT"
"Washington, DC","Meridian, MS"
"Oxnard, CA","Seattle, WA"
"West Palm Beach, FL","Orlando, FL"
"Jesup, GA","New York, NY"
"Roseville, CA","Chicago, IL"
"Kansas City, MO","Naperville, IL"
"Garden City, KS","Los Angeles, CA"
"Trenton, NJ","Richmond, VA"
"Seattle, WA","Shelby, MT"
"Gallup, NM","Chicago, IL"
"Miami, FL","Philadelphia, PA"
"Tuscaloosa, AL","New Orleans, LA"
"Washington, DC","Greenville, SC"
"Greensboro, NC","Atlanta, GA"
"Newbern-Dyersburg, TN","Chicago, IL"
"Denver, CO","Ottumwa, IA"
"Ottumwa, IA","Chicago, IL"
"Chicago, IL","Roseville, CA"
"South Bend, IN","New York, NY"
"Alexandria, VA","Raleigh, NC"
"Portland, OR","Tacoma, WA"
"Maricopa, AZ","Chicago, IL"
"Chicago, IL","Newbern-Dyersburg, TN"
"Elkhart, IN","Washington, DC"
"Chicago, IL","Mount Pleasant, IA"
"New York, NY","South Bend, IN"
"Salem, OR","Los Angeles, CA"
"Washington, DC","High Point, NC"
"Fargo, ND","Portland, OR"
"Eugene, OR","San Jose, CA"
"Durham, NC","Philadelphia, PA"
"Orlando, FL","West Palm Beach, FL"
"Fullerton, CA","Flagstaff, AZ"
"Albany-Rensselaer, NY","Cleveland, OH"
"Greenville, SC","Washington, DC"
"Charlotte, NC","Richmond, VA"
"Baltimore, MD","Savannah, GA"
"Chicago, IL","Indianapolis, IN"
"Miami, FL","Newark, NJ"
"New Orleans, LA","Carbondale, IL"
"Yazoo City, MS","Chicago, IL"
"Little Rock, AR","St. Louis, MO"
"Alexandria, VA","Richmond, VA"
"Sebring, FL","New York, NY"
"Santa Barbara, CA","Portland, OR"
"Los Angeles, CA","Longview, TX"
"Chicago, IL","El Paso, TX"
"Elkhart, IN","Chicago, IL"
"Seattle, WA","Oxnard, CA"
"Washington, DC","Winter Park, FL"
"Reno, NV","Emeryville, CA"
"Toledo, OH","Pittsburgh, PA"
"Atlanta, GA","Charlottesville, VA"
"Rockville, MD","Chicago, IL"
"Chicago, IL","Burlington, IA"
"Fargo, ND","Seattle, WA"
"San Luis Obispo, CA","San Jose, CA"
"Sandpoint, ID","Williston, ND"
"Waterloo, IN","Washington, DC"
"Washington, DC","Deland, FL"
"Williston, ND","Sandpoint, ID"
"Baltimore, MD","Richmond, VA"
"St. Paul-Minneapolis, MN","Fargo, ND"
"Minot, ND","Edmonds, WA"
"Flagstaff, AZ","Fullerton, CA"
"Charleston, WV","Chicago, IL"
"Jacksonville, FL","Miami, FL"
"Trenton, NJ","Atlanta, GA"
"San Jose, CA","Eugene, OR"
"Brookhaven, MS","Chicago, IL"
"Pittsburgh, PA","Toledo, OH"
"Albany, OR","Sacramento, CA"
"San Jose, CA","San Luis Obispo, CA"
"Alexandria, VA","Savannah, GA"
"Martinez, CA","Tacoma, WA"
"Naperville, IL","Los Angeles, CA"
"Portland, OR","Fargo, ND"
"Columbia, SC","Newark, NJ"
"Philadelphia, PA","Deland, FL"
"Washington, DC","West Palm Beach, FL"
"Albuquerque, NM","Flagstaff, AZ"
"Raleigh, NC","Alexandria, VA"
"Los Angeles, CA","Albany, OR"
"Newark, NJ","Kissimmee, FL"
"Philadelphia, PA","Durham, NC"
"Cumberland, MD","Chicago, IL"
"Orlando, FL","Fayetteville, NC"
"Atlanta, GA","Wilmington, DE"
"Greensboro, NC","Raleigh, NC"
"Martinez, CA","Reno, NV"
"Lawrence, KS","Chicago, IL"
"Alexandria, VA","Philadelphia, PA"
"Grand Forks, ND","Chicago, IL"
"New York, NY","Cincinnati, OH"
"Homewood, IL","Greenwood, MS"
"Washington, DC","Yemassee, SC"
"Durham, NC","Newark, NJ"
"Philadelphia, PA","Miami, FL"
"High Point, NC","Washington, DC"
"Washington, DC","Waterloo, IN"
"Eugene, OR","Portland, OR"
"Chicago, IL","Garden City, KS"
"San Luis Obispo, CA","Oakland, CA"
"Baltimore, MD","Raleigh, NC"
"Wilmington, DE","Atlanta, GA"
"Philadelphia, PA","Charlottesville, VA"
"Chicago, IL","Maricopa, AZ"
"Memphis, TN","Homewood, IL"
"Manassas, VA","New York, NY"
"Newark, NJ","Miami, FL"
"Baltimore, MD","Fayetteville, NC"
"Fort Lauderdale, FL","Orlando, FL"
"Greenville, SC","Philadelphia, PA"
"Fort Worth, TX","St. Louis, MO"
"Chicago, IL","Harpers Ferry, WV"
"Greenwood, MS","Homewood, IL"
"Yemassee, SC","Washington, DC"
"Chicago, IL","Marshall, TX"
"New York, NY","Waterloo, IN"
"Miami, FL","Charleston, SC"
"Chicago, IL","Rockville, MD"
"Chicago, IL","Red Wing, MN"
"New York, NY","Fredericksburg, VA"
"Kansas City, MO","Lamy, NM"
"Miami, FL","Jacksonville, FL"
"Havre, MT","Seattle, WA"
"New York, NY","Elkhart, IN"
"Chicago, IL","La Junta, CO"
"Fayetteville, NC","Baltimore, MD"
"Jacksonville, FL","Baltimore, MD"
"Baltimore, MD","Rocky Mount, NC"
"Fort Lauderdale, FL","Philadelphia, PA"
"Philadelphia, PA","Fort Lauderdale, FL"
"New Orleans, LA","El Paso, TX"
"Rocky Mount, NC","Baltimore, MD"
"Richmond, VA","Tampa, FL"
"Seattle, WA","Havre, MT"
"Chicago, IL","Edmonds, WA"
"Hammond, LA","Memphis, TN"
"Chicago, IL","Princeton, IL"
"Milwaukee, WI","Whitefish, MT"
"Galesburg, IL","Albuquerque, NM"
"Alexandria, VA","Orlando, FL"
"Baltimore, MD","Charlotte, NC"
"Baltimore, MD","Wilson, NC"
"New York, NY","Sandusky, OH"
"Charlotte, NC","Alexandria, VA"
"Seattle, WA","Wenatchee, WA"
"Tampa, FL","Richmond, VA"
"Seattle, WA","Columbus, WI"
"Lamy, NM","Kansas City, MO"
"Sacramento, CA","Glenwood Springs, CO"
"Klamath Falls, OR","Seattle, WA"
"New York, NY","Sebring, FL"
"Raleigh, NC","Greensboro, NC"
"Buffalo-Depew, NY","Albany-Rensselaer, NY"
"El Paso, TX","Chicago, IL"
"Los Angeles, CA","Dodge City, KS"
"Dillon, SC","New York, NY"
"Naperville, IL","Flagstaff, AZ"
"Wilson, NC","Baltimore, MD"
"Greensboro, NC","New Orleans, LA"
"Portland, OR","La Crosse, WI"
"New Orleans, LA","Charlottesville, VA"
"Waterloo, IN","New York, NY"
"Deland, FL","Philadelphia, PA"
"Poughkeepsie, NY","Chicago, IL"
"Santa Barbara, CA","Los Angeles, CA"
"Dallas, TX","Bloomington-Normal, IL"
"Chicago, IL","Bryan, OH"
"Miami, FL","Savannah, GA"
"Alexandria, VA","Atlanta, GA"
"West Glacier, MT","Seattle, WA"
"El Paso, TX","New Orleans, LA"
"Chicago, IL","Walnut Ridge, AR"
"Austin, TX","St. Louis, MO"
"Fulton, KY","Chicago, IL"
"Olympia-Lacey, WA","Sacramento, CA"
"Miami, FL","Lakeland, FL"
"Homewood, IL","Memphis, TN"
"Alexandria, VA","Charlotte, NC"
"Garden City, KS","Chicago, IL"
"Seattle, WA","Klamath Falls, OR"
"Philadelphia, PA","Greenville, SC"
"Orlando, FL","Trenton, NJ"
"Portland, OR","St. Cloud, MN"
"Jacksonville, FL","Charleston, SC"
"Philadelphia, PA","Cary, NC"
"Maricopa, AZ","New Orleans, LA"
"Chicago, IL","South Bend, IN"
"Salt Lake City, UT","Galesburg, IL"
"Los Angeles, CA","Alpine, TX"
"New York, NY","Anniston, AL"
"Oakland, CA","San Luis Obispo, CA"
"Delray Beach, FL","New York, NY"
"Dallas, TX","San Antonio, TX"
"New York, NY","Manassas, VA"
"Sacramento, CA","Osceola, IA"
"Chicago, IL","Fulton, KY"
"Wilmington, DE","Orlando, FL"
"Alexandria, VA","Fayetteville, NC"
"Seattle, WA","Salem, OR"
"Flagstaff, AZ","Galesburg, IL"
"Reno, NV","Grand Junction, CO"
"Olympia-Lacey, WA","Los Angeles, CA"
"Raleigh, NC","Baltimore, MD"
"Dallas, TX","Springfield, IL"
"St. Louis, MO","Little Rock, AR"
"Croton Harmon, NY","Chicago, IL"
"Harpers Ferry, WV","Chicago, IL"
"New York, NY","Dillon, SC"
"Sacramento, CA","Lincoln, NE"
"Los Angeles, CA","Garden City, KS"
"Redding, CA","Seattle, WA"
"Cary, NC","Philadelphia, PA"
"Richmond, VA","Trenton, NJ"
"San Antonio, TX","Dallas, TX"
"Seattle, WA","Redding, CA"
"Salinas, CA","Portland, OR"
"Jacksonville, FL","Alexandria, VA"
"Charlotte, NC","New Orleans, LA"
"Glenwood Springs, CO","Sacramento, CA"
"St. Paul-Minneapolis, MN","Everett, WA"
"Newark, NJ","Columbia, SC"
"New York, NY","Winter Haven, FL"
"Meridian, MS","Washington, DC"
"Savannah, GA","Miami, FL"
"Reno, NV","Elko, NV"
"Orlando, FL","Florence, SC"
"Topeka, KS","Los Angeles, CA"
"Charleston, SC","Miami, FL"
"Kingman, AZ","Kansas City, MO"
"Chicago, IL","Hutchinson, KS"
"New York, NY","Gainesville, GA"
"Portland, OR","Shelby, MT"
"Chicago, IL","Gallup, NM"
"Denver, CO","Burlington, IA"
"Chicago, IL","Cumberland, MD"
"Atlanta, GA","Trenton, NJ"
"San Antonio, TX","Ontario, CA"
"Colfax, CA","Chicago, IL"
"Lakeland, FL","Miami, FL"
"Chicago, IL","Charleston, WV"
"Portland, OR","Santa Barbara, CA"
"Charleston, SC","Wilson, NC"
"Chicago, IL","St. Cloud, MN"
"Houston, TX","Alpine, TX"
"Florence, SC","Orlando, FL"
"Galesburg, IL","Flagstaff, AZ"
"Chicago, IL","Mattoon, IL"
"Shelby, MT","Seattle, WA"
"Longview, TX","Los Angeles, CA"
"Florence, SC","Richmond, VA"
"Selma, NC","New York, NY"
"Atlanta, GA","Greensboro, NC"
"Orlando, FL","Fort Lauderdale, FL"
"Atlanta, GA","Charlotte, NC"
"Dallas, TX","Longview, TX"
"Oakland, CA","Eugene, OR"
"Richmond, VA","Florence, SC"
"Gainesville, GA","New York, NY"
"Minot, ND","Whitefish, MT"
"La Crosse, WI","Seattle, WA"
"Lake Charles, LA","Los Angeles, CA"
"Emeryville, CA","Tacoma, WA"
"Dodge City, KS","Los Angeles, CA"
"Eugene, OR","Martinez, CA"
"Newark, NJ","Durham, NC"
"Alexandria, VA","Jacksonville, FL"
"El Paso, TX","San Antonio, TX"
"St. Louis, MO","Fort Worth, TX"
"Seattle, WA","Albany, OR"
"West Palm Beach, FL","Newark, NJ"
"Albany-Rensselaer, NY","Buffalo-Depew, NY"
"San Antonio, TX","El Paso, TX"
"Everett, WA","St. Paul-Minneapolis, MN"
"Charleston, SC","Alexandria, VA"
"Martinez, CA","Salem, OR"
"New York, NY","Hattiesburg, MS"
"San Luis Obispo, CA","Eugene, OR"
"Orlando, FL","Alexandria, VA"
"Richmond, VA","Charlotte, NC"
"Washington, DC","Jesup, GA"
"Whitefish, MT","Milwaukee, WI"
"Chicago, IL","Elyria, OH"
"Kissimmee, FL","Newark, NJ"
"Alliance, OH","Chicago, IL"
"Springfield, IL","Dallas, TX"
"Philadelphia, PA","Birmingham, AL"
"Salinas, CA","Seattle, WA"
"Naperville, IL","Emeryville, CA"
"La Crosse, WI","Portland, OR"
"Raton, NM","Galesburg, IL"
"New Orleans, LA","Maricopa, AZ"
"South Bend, IN","Chicago, IL"
"Longview, TX","Dallas, TX"
"Salisbury, NC","New York, NY"
"Charlotte, NC","Baltimore, MD"
"Hattiesburg, MS","Atlanta, GA"
"Orlando, FL","Wilmington, DE"
"Washington, DC","Cumberland, MD"
"Chicago, IL","Provo, UT"
"Trinidad, CO","Chicago, IL"
"Syracuse, NY","Toledo, OH"
"Oxnard, CA","Portland, OR"
"Greenville, SC","New Orleans, LA"
"Palatka, FL","New York, NY"
"Victorville, CA","Chicago, IL"
"Austin, TX","Dallas, TX"
"Baltimore, MD","Jacksonville, FL"
"Burlington, IA","Denver, CO"
"Southern Pines, NC","New York, NY"
"Trinidad, CO","Los Angeles, CA"
"Philadelphia, PA","Yemassee, SC"
"Burlington, IA","Chicago, IL"
"Chicago, IL","Croton Harmon, NY"
"Omaha, NE","Salt Lake City, UT"
"Los Angeles, CA","Chemult, OR"
"Spartanburg, SC","New York, NY"
"Alpine, TX","Los Angeles, CA"
"Orlando, FL","Jacksonville, FL"
"Florence, SC","Alexandria, VA"
"Los Angeles, CA","Vancouver, WA"
"Newark, NJ","West Palm Beach, FL"
"Rochester, NY","Albany-Rensselaer, NY"
"Seattle, WA","St. Cloud, MN"
"Martinez, CA","Glenwood Springs, CO"
"Albany-Rensselaer, NY","South Bend, IN"
"Osceola, IA","Sacramento, CA"
"Savannah, GA","Alexandria, VA"
"Alton, IL","Chicago, IL"
"Columbus, WI","East Glacier Park, MT"
"Cincinnati, OH","Washington, DC"
"San Luis Obispo, CA","Los Angeles, CA"
"Alexandria, VA","Charleston, SC"
"South Bend, IN","Albany-Rensselaer, NY"
"Mount Pleasant, IA","Chicago, IL"
"Everett, WA","Whitefish, MT"
"Everett, WA","Spokane, WA"
"Houston, TX","Benson, AZ"
"Charleston, SC","Baltimore, MD"
"New York, NY","Delray Beach, FL"
"Anniston, AL","New York, NY"
"Sacramento, CA","Albany, OR"
"Gallup, NM","Albuquerque, NM"
"Naperville, IL","Albuquerque, NM"
"Miami, FL","Columbia, SC"
"Washington, DC","Cincinnati, OH"
"Los Angeles, CA","Lake Charles, LA"
"Elyria, OH","Chicago, IL"
"Maricopa, AZ","San Antonio, TX"
"Seattle, WA","Vancouver, WA"
"Flagstaff, AZ","Naperville, IL"
"Indianapolis, IN","New York, NY"
"Chicago, IL","Wenatchee, WA"
"New York, NY","Palatka, FL"
"Reno, NV","Sacramento, CA"
"Dallas, TX","Austin, TX"
"Jacksonville, FL","Tampa, FL"
"Essex, MT","Chicago, IL"
"Sacramento, CA","Truckee, CA"
"Los Angeles, CA","Martinez, CA"
"St. Cloud, MN","Portland, OR"
"Los Angeles, CA","Redding, CA"
"New York, NY","Schenectady, NY"
"Lincoln, NE","Sacramento, CA"
"Los Angeles, CA","Naperville, IL"
"Chicago, IL","Mineola, TX"
"Toledo, OH","Syracuse, NY"
"San Marcos, TX","Chicago, IL"
"Chemult, OR","Sacramento, CA"
"Atlanta, GA","Meridian, MS"
"Washington, DC","Anniston, AL"
"Tampa, FL","Jacksonville, FL"
"Sacramento, CA","San Luis Obispo, CA"
"Atlanta, GA","Lynchburg, VA"
"Red Wing, MN","Chicago, IL"
"Petersburg, VA","Washington, DC"
"Chicago, IL","Hastings, NE"
"Fayetteville, NC","Alexandria, VA"
"Delray Beach, FL","Tampa, FL"
"Wilson, NC","Charleston, SC"
"Alexandria, VA","Florence, SC"
"Minot, ND","Milwaukee, WI"
"Lafayette, IN","Chicago, IL"
"Albuquerque, NM","Gallup, NM"
"Chico, CA","Seattle, WA"
"Columbus, WI","Portland, OR"
"Charlotte, NC","Trenton, NJ"
"New Orleans, LA","Charlotte, NC"
"Flagstaff, AZ","Albuquerque, NM"
"Walnut Ridge, AR","Chicago, IL"
"Tampa, FL","Delray Beach, FL"
"Hollywood, FL","Orlando, FL"
"Miami, FL","Winter Haven, FL"
"Martinez, CA","Los Angeles, CA"
"Meridian, MS","Atlanta, GA"
"Chicago, IL","Victorville, CA"
"New York, NY","Denmark, SC"
"Washington, DC","Hattiesburg, MS"
"Chicago, IL","Alliance, OH"
"Cumberland, MD","Washington, DC"
"Cary, NC","Newark, NJ"
"Newark, NJ","Fort Lauderdale, FL"
"Emeryville, CA","Klamath Falls, OR"
"Portland, OR","Columbus, WI"
"Vancouver, WA","Sacramento, CA"
"Naperville, IL","Raton, NM"
"Charlotte, NC","Wilson, NC"
"Beaumont, TX","Los Angeles, CA"
"Chicago, IL","Stanley, ND"
"Houston, TX","Tucson, AZ"
"Newark, NJ","Alexandria, VA"
"Lynchburg, VA","Atlanta, GA"
"Spokane, WA","Everett, WA"
"Wilmington, DE","Raleigh, NC"
"Hinton, WV","Chicago, IL"
"East Glacier Park, MT","Milwaukee, WI"
"Charlottesville, VA","Philadelphia, PA"
"Philadelphia, PA","Kingstree, SC"
"Chicago, IL","Portage, WI"
"Emeryville, CA","Truckee, CA"
"Charlottesville, VA","New Orleans, LA"
"Williston, ND","Pasco, WA"
"Kansas City, MO","Kingman, AZ"
"Hattiesburg, MS","New York, NY"
"Milwaukee, WI","Minot, ND"
"Yemassee, SC","Philadelphia, PA"
"Boston, MA","Chicago, IL"
"New York, NY","Southern Pines, NC"
"Washington, DC","Slidell, LA"
"Albany, OR","Los Angeles, CA"
"Albany-Rensselaer, NY","Elkhart, IN"
"Memphis, TN","Champaign-Urbana, IL"
"Champaign-Urbana, IL","Jackson, MS"
"Vancouver, WA","Los Angeles, CA"
"Jacksonville, FL","West Palm Beach, FL"
"Champaign-Urbana, IL","Memphis, TN"
"Seattle, WA","La Crosse, WI"
"Wilmington, DE","Charleston, SC"
"Miami, FL","Raleigh, NC"
"Chicago, IL","Sandpoint, ID"
"Denver, CO","Princeton, IL"
"Mineola, TX","Chicago, IL"
"Chicago, IL","Libby, MT"
"St. Cloud, MN","Seattle, WA"
"San Jose, CA","Klamath Falls, OR"
"Cary, NC","Miami, FL"
"Miami, FL","Cary, NC"
"Reno, NV","Galesburg, IL"
"Pasco, WA","Williston, ND"
"Chicago, IL","Hinton, WV"
"Princeton, IL","Denver, CO"
"Everett, WA","Minot, ND"
"Atlanta, GA","Hattiesburg, MS"
"Greensboro, NC","Durham, NC"
"Albany-Rensselaer, NY","Rochester, NY"
"Petersburg, VA","Philadelphia, PA"
"Grand Junction, CO","Reno, NV"
"Seattle, WA","Paso Robles, CA"
"Alexandria, VA","Cary, NC"
"Fullerton, CA","Gallup, NM"
"Birmingham, AL","Philadelphia, PA"
"Washington, DC","Selma, NC"
"Fullerton, CA","Raton, NM"
"Minot, ND","Everett, WA"
"Cary, NC","Alexandria, VA"
"New York, NY","Selma, NC"
"Milwaukee, WI","La Crosse, WI"
"Grand Forks, ND","St. Paul-Minneapolis, MN"
"San Antonio, TX","Springfield, IL"
"Vancouver, WA","Spokane, WA"
"Fort Lauderdale, FL","Savannah, GA"
"Shelby, MT","Portland, OR"
"Jacksonville, FL","Wilmington, DE"
"Whitefish, MT","Everett, WA"
"Houston, TX","El Paso, TX"
"Fargo, ND","St. Paul-Minneapolis, MN"
"Riverside, CA","Kansas City, MO"
"New York, NY","Culpeper, VA"
"Needles, CA","Los Angeles, CA"
"Elko, NV","Salt Lake City, UT"
"Portland, OR","West Glacier, MT"
"Seattle, WA","Grand Forks, ND"
"Gainesville, GA","Washington, DC"
"West Palm Beach, FL","Jacksonville, FL"
"Stanley, ND","Chicago, IL"
"Charleston, SC","Jacksonville, FL"
"Wilson, NC","Charlotte, NC"
"St. Cloud, MN","Whitefish, MT"
"Jesup, GA","Washington, DC"
"Kansas City, MO","Williams Junction, AZ"
"Eugene, OR","Oakland, CA"
"St. Louis, MO","Austin, TX"
"Kannapolis, NC","Raleigh, NC"
"Columbia, SC","Miami, FL"
"Sacramento, CA","Olympia-Lacey, WA"
"Los Angeles, CA","Dunsmuir, CA"
"Redding, CA","Portland, OR"
"Jackson, MS","Champaign-Urbana, IL"
"Glenview, IL","St. Paul-Minneapolis, MN"
"Wilson, NC","Alexandria, VA"
"Washington, DC","Kingstree, SC"
"Baltimore, MD","Greensboro, NC"
"Portland, OR","Redding, CA"
"Ontario, CA","New Orleans, LA"
"Culpeper, VA","New York, NY"
"Hollywood, FL","Washington, DC"
"Kingstree, SC","Philadelphia, PA"
"Hastings, NE","Sacramento, CA"
"Martinez, CA","Grand Junction, CO"
"New Orleans, LA","Greenville, SC"
"Davis, CA","Denver, CO"
"Washington, DC","Hollywood, FL"
"Philadelphia, PA","Petersburg, VA"
"Hutchinson, KS","Chicago, IL"
"Slidell, LA","Washington, DC"
"Philadelphia, PA","New York, NY"
"Santa Barbara, CA","Emeryville, CA"
"East Glacier Park, MT","Columbus, WI"
"Pasco, WA","St. Paul-Minneapolis, MN"
"Galesburg, IL","Reno, NV"
"Raleigh, NC","Wilmington, DE"
"Newark, NJ","Cary, NC"
"Durham, NC","Greensboro, NC"
"Alexandria, VA","Wilson, NC"
"Redding, CA","Los Angeles, CA"
"Mount Pleasant, IA","Sacramento, CA"
"Washington, DC","Petersburg, VA"
"Alpine, TX","Houston, TX"
"St. Paul-Minneapolis, MN","Havre, MT"
"Chicago, IL","Columbus, WI"
"Van Nuys, CA","Seattle, WA"
"Fort Madison, IA","Raton, NM"
"Newark, NJ","Kingstree, SC"
"Alexandria, VA","Rocky Mount, NC"
"Emeryville, CA","Santa Barbara, CA"
"Los Angeles, CA","Hutchinson, KS"
"Chicago, IL","Truckee, CA"
"Denver, CO","Hastings, NE"
"Denmark, SC","New York, NY"
"Portland, OR","Salinas, CA"
"Portland, OR","Havre, MT"
"Raleigh, NC","Kannapolis, NC"
"New York, NY","Indianapolis, IN"
"New York, NY","Salisbury, NC"
"Staunton, VA","Chicago, IL"
"Huntington, WV","Chicago, IL"
"Chicago, IL","Winslow, AZ"
"Chicago, IL","Staunton, VA"
"Deerfield Beach, FL","Orlando, FL"
"Hattiesburg, MS","Washington, DC"
"Raleigh, NC","Kissimmee, FL"
"Whitefish, MT","Columbus, WI"
"New York, NY","Kannapolis, NC"
"Pasco, WA","Minot, ND"
"San Antonio, TX","Maricopa, AZ"
"Deerfield Beach, FL","Newark, NJ"
"Williston, ND","Milwaukee, WI"
"San Luis Obispo, CA","Sacramento, CA"
"Elkhart, IN","Pittsburgh, PA"
"Elko, NV","Chicago, IL"
"Albuquerque, NM","Naperville, IL"
"Sacramento, CA","Chemult, OR"
"St. Cloud, MN","Chicago, IL"
"Alexandria, VA","New Orleans, LA"
"Salisbury, NC","Washington, DC"
"La Junta, CO","Chicago, IL"
"New Orleans, LA","Greenwood, MS"
"Reno, NV","Omaha, NE"
"Richmond, VA","Fayetteville, NC"
"Los Angeles, CA","Needles, CA"
"Chicago, IL","Granby, CO"
"Charlotte, NC","Atlanta, GA"
"Kingstree, SC","Newark, NJ"
"Rocky Mount, NC","Orlando, FL"
"Rochester, NY","Toledo, OH"
"Tucson, AZ","Houston, TX"
"Charlotte, NC","High Point, NC"
"Winter Haven, FL","Miami, FL"
"Elko, NV","Reno, NV"
"Emeryville, CA","Naperville, IL"
"Cleveland, OH","Syracuse, NY"
"Greensboro, NC","Baltimore, MD"
"Deerfield Beach, FL","Philadelphia, PA"
"Fort Worth, TX","San Marcos, TX"
"Trenton, NJ","Charlotte, NC"
"Santa Barbara, CA","Eugene, OR"
"Temple, TX","St. Louis, MO"
"St. Louis, MO","Los Angeles, CA"
"Charleston, SC","Wilmington, DE"
"Orlando, FL","Tampa, FL"
"Kannapolis, NC","New York, NY"
"Washington, DC","Sebring, FL"
"Martinez, CA","Klamath Falls, OR"
"La Crosse, WI","Milwaukee, WI"
"Kansas City, MO","Garden City, KS"
"Kingman, AZ","Los Angeles, CA"
"Chicago, IL","Las Vegas, NM"
"Slidell, LA","Atlanta, GA"
"Trenton, NJ","Savannah, GA"
"Selma, NC","Washington, DC"
"Washington, DC","Salisbury, NC"
"Deland, FL","Newark, NJ"
"Eugene, OR","Santa Barbara, CA"
"Rocky Mount, NC","Charlotte, NC"
"St. Louis, MO","Temple, TX"
"Klamath Falls, OR","Emeryville, CA"
"Chicago, IL","Grand Forks, ND"
"Mendota, IL","Raton, NM"
"Jacksonville, FL","Fort Lauderdale, FL"
"Sacramento, CA","Hastings, NE"
"Philadelphia, PA","High Point, NC"
"Washington, DC","Gainesville, GA"
"Salt Lake City, UT","Martinez, CA"
"Orlando, FL","Rocky Mount, NC"
"Greensboro, NC","Alexandria, VA"
"New Orleans, LA","Baltimore, MD"
"Worcester, MA","Chicago, IL"
"Portland, OR","Van Nuys, CA"
"Baltimore, MD","New Orleans, LA"
"Newark, NJ","Yemassee, SC"
"Greenwood, MS","New Orleans, LA"
"Kansas City, MO","Riverside, CA"
"El Paso, TX","Houston, TX"
"Bloomington-Normal, IL","Dallas, TX"
"Orlando, FL","Deerfield Beach, FL"
"Albany, OR","Emeryville, CA"
"Columbia, SC","Jacksonville, FL"
"Connellsville, PA","Chicago, IL"
"Los Angeles, CA","Fort Madison, IA"
"Salinas, CA","Santa Barbara, CA"
"Sacramento, CA","Mount Pleasant, IA"
"New York, NY","Spartanburg, SC"
"High Point, NC","Philadelphia, PA"
"Longview, TX","Springfield, IL"
"Fort Lauderdale, FL","Jacksonville, FL"
"Los Angeles, CA","St. Louis, MO"
"Flagstaff, AZ","Newton, KS"
"Vancouver, WA","Chicago, IL"
"Mattoon, IL","Chicago, IL"
"Winslow, AZ","Chicago, IL"
"Savannah, GA","Charleston, SC"
"Chicago, IL","Detroit Lakes, MN"
"Los Angeles, CA","Las Vegas, NM"
"Clemson, SC","New York, NY"
"Wenatchee, WA","Chicago, IL"
"Paso Robles, CA","Seattle, WA"
"Anniston, AL","Washington, DC"
"Rocky Mount, NC","Alexandria, VA"
"Hastings, NE","Denver, CO"
"San Marcos, TX","Fort Worth, TX"
"Klamath Falls, OR","San Jose, CA"
"Tacoma, WA","Eugene, OR"
"Washington, DC","Indianapolis, IN"
"Fort Lauderdale, FL","Charleston, SC"
"Kissimmee, FL","Miami, FL"
"Raleigh, NC","Salisbury, NC"
"Tacoma, WA","Emeryville, CA"
"San Jose, CA","Albany, OR"
"San Jose, CA","Tacoma, WA"
"Springfield, MA","Albany-Rensselaer, NY"
"Galesburg, IL","Glenwood Springs, CO"
"Las Vegas, NM","Los Angeles, CA"
"Charlotte, NC","Wilmington, DE"
"Wilmington, DE","Charlotte, NC"
"Jacksonville, FL","Orlando, FL"
"Sandpoint, ID","Chicago, IL"
"Washington, DC","Palatka, FL"
"Vancouver, WA","Seattle, WA"
"Grand Junction, CO","Salt Lake City, UT"
"Hamlet, NC","New York, NY"
